Domain,Instance,Heuristic,Plan_Length,Search_Time_ms,Expanded_Nodes,Max_RAM_MB
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_2_5_1229.pddl,onld-hadd,121,135,122,145.23
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_1_1229.pddl,onld-local,T/O,T/O,T/O,18237.53
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_1_1229.pddl,onld-hadd,23,33,24,88.72
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_2_1229.pddl,onld-local,T/O,T/O,T/O,15343.14
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_2_1229.pddl,onld-hadd,76,101,77,82.04
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_3_1229.pddl,onld-local,T/O,T/O,T/O,11942.53
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_3_1229.pddl,onld-hadd,119,148,120,168.52
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_4_1229.pddl,onld-local,T/O,T/O,T/O,10409.58
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_4_1229.pddl,onld-hadd,120,161,121,153.14
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_5_1229.pddl,onld-local,T/O,T/O,T/O,9666.03
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_3_5_1229.pddl,onld-hadd,121,219,122,201.84
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_1_1229.pddl,onld-local,T/O,T/O,T/O,17969.82
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_1_1229.pddl,onld-hadd,23,46,24,78.47
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_2_1229.pddl,onld-local,T/O,T/O,T/O,13178.7
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_2_1229.pddl,onld-hadd,76,129,77,157.33
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_3_1229.pddl,onld-local,T/O,T/O,T/O,10662.88
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_3_1229.pddl,onld-hadd,119,205,120,141.46
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_4_1229.pddl,onld-local,T/O,T/O,T/O,10881.81
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_4_1229.pddl,onld-hadd,120,248,121,240.76
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_5_1229.pddl,onld-local,T/O,T/O,T/O,9249.85
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_4_5_1229.pddl,onld-hadd,121,321,122,301.68
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_1_1229.pddl,onld-local,T/O,T/O,T/O,15236.23
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_1_1229.pddl,onld-hadd,23,56,24,81.87
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_2_1229.pddl,onld-local,T/O,T/O,T/O,11411.36
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_2_1229.pddl,onld-hadd,76,148,77,149.8
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_3_1229.pddl,onld-local,T/O,T/O,T/O,10986.66
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_3_1229.pddl,onld-hadd,119,268,120,228.07
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_4_1229.pddl,onld-local,T/O,T/O,T/O,9714.95
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_4_1229.pddl,onld-hadd,120,362,121,299.46
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_5_1229.pddl,onld-local,T/O,T/O,T/O,8549.45
examples/pddl2_1/sailing/domain.pddl,examples/pddl2_1/sailing/small_instances/instance_5_5_1229.pddl,onld-hadd,121,416,122,327.42
